50	50
2590.229736	-55.312996	-35.635666	-15.682289	-93.345573	87.885658	41.055107	-66.582130	9.123091	70.066017	-24.007257	63.256779	73.094818	63.939808	-75.598396	63.006493	-52.939793	-85.375412	97.121063	-6.735240	3.402854	-51.471928	-75.412460	12.513482	-74.848503	-94.401901	-21.598967	21.405542	60.436493	7.734566	77.572037	17.639915	7.919172	-98.381691	17.905071	-74.708481	-22.168236	11.925727	-48.797245	86.968353	-87.141296	-69.284821	-76.851143	25.199837	36.264904	-63.529900	-91.378754	60.081509	27.721294	81.800377	
-57.137676	-2722.171631	85.772728	-88.881729	-79.113998	-12.961376	43.493687	-75.381561	-74.961472	-39.943665	86.108055	44.391804	-93.278381	-25.550827	-32.677895	78.953644	29.151394	-11.095159	-55.291603	28.344942	11.079522	62.778072	92.970352	-41.464981	-86.658669	99.174385	-25.899099	-56.525501	52.698509	-25.646006	-42.067322	-46.671097	-37.018597	-25.271154	-84.618454	39.270092	87.644806	-17.531225	49.666298	66.325478	56.425941	-92.324196	-51.182274	-71.384560	23.691782	-23.031380	75.781105	-87.771835	-43.995811	-96.111588	
-0.861287	-24.154108	2500.362793	25.673679	88.274757	24.873178	-34.133839	64.857010	-21.551146	-50.550983	67.714531	-22.809692	81.781731	-6.430739	25.872114	-83.294640	19.190594	-54.675919	26.570475	-68.763763	64.778961	14.042735	-63.614357	30.998869	-93.754745	95.771614	-7.260107	-94.763535	-94.636696	-34.778378	60.887562	99.480133	22.698128	-49.639515	-75.469017	62.973038	-30.156853	84.231056	-55.745338	-82.110207	97.509682	5.083924	36.899567	-41.614906	81.526062	-29.206532	-39.971794	-52.934105	-29.320755	66.470291	
84.253899	69.960175	72.490982	-2360.008789	-70.569679	-66.377472	-57.750523	-63.806145	21.059561	7.135340	62.911121	-94.006821	26.687611	27.706886	3.321603	80.410645	74.026527	-95.055351	22.848030	69.823112	33.802509	-46.211594	-73.212822	-20.349300	74.671997	71.322998	-33.915066	-72.210037	99.612831	53.644192	86.564850	-14.639584	16.421646	-43.959236	-87.168350	12.580796	47.530323	-36.428352	-5.285494	-7.630662	30.602440	-56.809772	46.545048	-37.489471	29.216705	23.882641	-28.750921	48.824978	30.167944	-18.355017	
82.969879	33.852375	-52.700535	-96.786316	2392.932861	-6.772338	-5.966856	3.617100	-69.960098	-29.897346	-85.135361	-26.264584	-50.208897	-41.141438	-13.237981	-63.407883	-39.686302	-30.321444	-98.263412	-46.218243	-2.653990	81.390350	-34.520718	85.525650	12.062164	-11.292868	60.348137	-51.232803	19.757193	40.118958	21.443674	-4.125803	-12.926950	-94.770889	87.683723	93.493103	-44.108799	14.560930	52.476086	93.855362	-69.796761	-60.929417	-52.372547	-89.877068	-5.933748	-57.601902	89.837692	62.513000	-46.472729	-55.841568	
-48.799034	-55.670876	48.410557	93.558846	-36.115513	2284.153564	-30.551548	-31.200462	10.686959	23.382462	-39.144245	46.471619	67.975594	-41.499027	34.923470	-26.432213	65.769058	19.696590	12.711995	64.479797	2.606858	-67.908104	-83.815041	41.829334	67.092064	-73.475380	82.384399	-14.153660	-36.296925	-95.620651	26.385015	-31.318136	-99.313438	-26.679705	45.569138	-92.964996	58.034248	-27.185390	-18.765938	50.816452	-32.732178	-19.386648	41.035393	27.737862	19.181866	74.195938	-60.829464	-53.980900	88.397430	19.981220	
88.169144	4.407302	86.279945	-94.343307	-4.004539	-28.815910	2416.336426	57.643677	99.104263	75.018562	-34.904617	22.083055	18.546516	23.801487	-57.745941	25.771015	-28.724699	-14.200454	46.781467	-27.167959	79.962708	54.210590	51.019478	-51.208794	57.573635	89.775513	21.615778	18.706259	-72.383492	-88.840622	37.730206	71.892441	55.816261	87.354568	-43.525009	53.375099	-58.687840	-54.031982	-45.617687	-24.151407	-46.694775	-82.339012	-2.193500	13.936876	-29.425455	92.436829	47.068771	46.961105	18.116207	-75.170464	
23.232286	-71.369766	30.929564	69.863899	-54.531666	-22.078335	-37.538017	2510.706543	-94.097710	-4.282516	-13.304598	-82.234459	92.960938	-31.922842	37.739956	0.087011	-39.737621	8.452276	-75.973984	-29.853096	-62.926369	83.408478	-63.836864	76.109146	22.222641	98.901047	-63.589050	-80.007362	-32.587872	73.329422	0.218872	1.943275	-53.056683	57.346355	56.370003	77.506470	-41.590870	74.574516	-44.136894	-84.298294	71.431084	-21.107771	-18.248482	84.485062	-67.333725	-7.989803	70.847031	65.609116	43.954617	87.549194	
-15.870648	29.689676	38.048489	98.595398	-58.483990	14.822843	-36.493282	-61.833431	-2166.157471	-63.079002	34.919281	-65.696472	-86.293976	-10.720998	-42.256790	-70.584389	54.772652	30.595177	69.453568	-37.615318	-11.106595	22.033157	52.098141	-21.932814	67.257896	9.045838	2.907716	-80.579147	45.236179	-70.542969	-45.362133	55.060528	-25.806301	-19.468479	92.477081	-61.008465	4.253967	82.885086	-63.663879	-36.733585	-24.457928	-44.128113	75.240906	-32.978470	26.206009	15.102074	-47.796535	1.367107	-85.864479	-17.730343	
-32.411228	11.447028	99.339951	48.385376	88.831436	-51.808701	29.797165	-79.987297	-15.857467	2400.558594	-80.383179	-65.117378	-85.721512	23.608772	17.822432	-56.741821	84.897675	47.833744	-37.484344	49.270157	-7.266859	80.455231	-10.420652	-44.818924	-29.577927	84.105751	-88.339340	54.945297	66.519455	-74.882812	1.436634	31.942684	16.993677	-0.935709	80.031624	-88.970901	71.584274	99.868507	-23.699619	-36.505486	-19.328505	67.330574	53.723011	54.513386	6.265723	-0.280102	-45.750740	-51.452995	-89.593239	-4.272721	
72.792015	-62.297905	83.984756	20.481695	5.513444	-98.537766	40.823898	68.322098	-48.472202	-62.493408	2434.648682	50.847527	23.787468	-16.900326	-30.829657	-37.193249	40.451023	6.523959	-73.587448	65.134773	-19.640560	20.053703	34.213165	-71.168785	72.926430	-98.184753	-18.586317	-35.654228	54.555210	36.966404	-86.291710	-57.808781	-67.193153	-4.197636	-28.734261	40.696133	66.231888	-70.152565	94.779610	74.125053	16.256807	-21.490095	35.630638	-80.432549	20.580957	-22.046089	93.841080	-12.958652	-73.878525	86.397850	
89.734779	44.590027	-77.420563	-38.054745	-68.177628	-92.809250	-83.739349	-71.029419	1.440442	32.836185	-5.640648	-2437.701904	-59.012691	-16.955252	-7.380406	45.970917	1.295155	-9.255367	77.938278	-86.992935	-99.910591	8.536431	87.588509	57.010342	19.086056	26.206720	-16.398718	30.305567	-12.806665	54.870243	89.291748	-86.152603	49.115089	42.022919	-33.146446	93.277298	-87.766670	57.631054	15.687175	-32.382660	-24.779091	-88.102943	11.798828	-29.952089	56.623150	80.398994	86.118095	-68.484245	21.818855	50.158226	
-94.160629	38.527130	-34.149208	55.797859	52.613544	75.692429	49.922817	-37.330746	23.275553	-25.915958	-38.685562	91.093239	-2663.376709	-40.218369	67.863815	65.922073	39.444881	32.213326	-9.947906	61.190571	-96.437012	91.244949	-33.707363	-66.740448	-17.358521	-86.559166	-30.776758	-8.252362	-58.884758	88.320648	63.557552	35.345161	-56.107807	-71.762131	89.824577	-88.368683	-30.093685	13.602698	-9.213832	-15.120151	81.614067	95.079056	54.214138	-11.600698	44.093452	-95.482803	-69.697075	-66.090378	-72.813248	81.448105	
79.803589	-34.153671	-86.243828	24.285418	-79.526810	44.190002	54.577042	-24.266157	71.755409	-38.026062	-21.616322	-67.674889	-85.713959	2735.878174	-36.638203	-63.921024	-13.099227	65.004433	-43.728035	-88.500816	37.103077	53.617565	-18.820206	-49.389931	18.276613	-66.873734	75.449181	-50.402328	-85.410034	-43.257828	-51.150620	98.894897	-92.160355	-44.155006	-86.399399	-63.840279	22.540173	-4.021825	-43.593674	-51.877533	83.420593	-99.317856	-28.176725	50.098743	-54.577484	72.201477	-52.305073	77.649529	85.728203	-51.443478	
-52.928352	-13.957897	27.383236	-55.455856	39.291653	73.176178	-29.150875	55.887569	-54.926365	21.746426	-32.739895	-78.471588	-10.215713	33.519421	2382.501709	-65.451187	29.803827	-44.443695	73.427559	-2.566045	91.546829	81.346954	-18.661272	-53.968266	-25.603283	63.226025	-11.836620	-33.041752	56.209713	-25.840693	99.861084	-12.864738	-21.490667	-39.413017	-32.072163	70.452881	93.196541	28.808737	26.372536	-70.602989	-55.916668	91.334251	36.637337	-92.862617	-79.373901	-78.405090	51.128681	35.007526	95.137413	-6.737917	
