100	100
-4523.958008	28.018036	51.029747	-36.644733	-56.556534	-14.298359	56.873390	-39.809967	-35.582031	18.198381	-94.123314	53.453442	26.884115	-17.844044	43.921379	-43.127262	48.293320	92.802620	-0.940061	84.495552	68.792885	-1.862132	-56.356773	-71.922127	19.393726	-84.448921	-80.929268	-2.798153	67.569260	-38.424721	-22.742619	14.206864	-46.806110	79.912071	40.873425	41.563564	20.685759	-80.011230	86.181694	-98.381462	10.365409	-67.778961	-5.687669	-33.969830	-92.635460	-36.902622	31.766605	2.006483	-12.808018	-66.166809	6.595340	-57.681934	-19.221292	73.432686	7.179278	64.360725	93.372322	-33.706173	48.486183	-63.282589	86.498329	79.578461	5.120450	-46.078419	-25.022411	-42.606518	44.955257	-62.882023	42.343483	-14.375346	-18.804083	9.566536	12.773786	-43.699352	-27.791279	-39.408489	-24.001179	-55.467937	12.914800	-41.330627	-96.428261	-21.343430	-55.363174	72.097916	-28.939083	91.711617	-66.140518	93.615929	-49.540398	26.289228	80.218689	-34.905701	54.351974	-36.362263	-65.849213	-32.067017	-32.243233	12.356673	38.684628	98.065300	
40.008564	-5384.204590	2.443831	30.654408	74.360954	-6.043601	-54.104477	-76.944649	43.443386	-53.907684	54.863255	-71.958900	-36.871147	17.504183	78.016296	-86.348045	67.803535	-82.836700	47.838264	67.546303	-80.285370	20.071445	-14.432697	-55.492435	-72.821014	75.099937	-9.742046	93.350731	-1.376887	-84.625984	-8.922854	96.585510	-74.846664	-71.897873	-32.789188	-24.980927	98.149117	98.107727	29.844322	93.021263	-19.717724	-17.134773	-5.752020	-67.045494	15.948890	-54.471741	21.520002	-69.051781	-11.507431	91.798210	-64.779190	73.972160	63.875561	-62.322643	-81.404541	28.326576	-93.914360	-67.338234	-90.871483	-78.129562	14.876798	21.149334	-82.160934	-68.285934	-82.792862	-72.627701	-74.482254	-72.004730	6.674745	-60.610874	-10.996448	-69.105522	-69.983154	87.012459	-95.745728	44.631962	-0.499728	-88.662125	-88.809265	90.177231	23.970585	-90.720764	57.257389	-42.576439	48.718060	-7.988517	-50.259228	12.136242	-53.424454	65.750847	-11.408049	-47.292252	-37.961468	94.697395	58.211189	92.582764	37.218800	38.404964	40.341324	-58.170238	
75.598572	46.044098	-4971.264160	-85.896156	-77.336876	-63.403458	77.272293	38.459396	39.805641	-55.972683	19.552074	91.272858	-87.536858	36.785591	66.265495	0.662004	-87.182663	48.280697	79.215561	74.575043	-10.973782	75.497047	-84.076904	-51.768402	-8.124771	-65.760872	73.717903	-25.105808	-42.676163	15.925961	64.416656	56.723564	14.012011	43.183918	-93.422585	-33.316498	60.183430	31.094294	18.307690	30.357424	-94.129044	-42.815651	17.366539	1.668129	-41.522881	-5.390040	60.302216	32.448639	-54.556759	19.422022	-40.092064	-91.227783	-65.420471	19.025040	-69.111649	-35.900928	46.228359	-6.591817	-38.489258	1.288668	78.709839	-64.079727	-15.575874	19.433187	-36.104622	-90.356102	-70.042000	39.172054	83.058380	57.626816	42.206726	-47.922928	-93.820641	-28.077433	-54.311779	24.533375	16.043234	20.616550	-7.804509	63.038765	66.703041	16.017939	46.666294	-75.509071	-25.598373	-71.455742	65.535362	-57.514656	-84.394394	-84.028625	-71.529587	-71.335106	82.182213	-65.903374	-40.694202	56.062962	-49.978676	38.394909	-85.685860	27.776968	
-86.727623	-12.545478	-18.850389	-5080.894531	-53.843182	-91.386520	91.898209	8.615033	-23.689932	-77.811966	-96.545959	49.566170	28.802284	58.779987	-79.462776	-24.726921	-54.259682	17.117682	96.264977	70.164001	-7.674725	-16.578636	-21.204082	-67.089111	-81.229912	-81.079041	-92.158913	94.921967	94.772614	-17.865919	-8.331903	52.736053	-41.647186	-22.386181	-12.807652	-68.760406	44.257233	-98.376343	63.502205	70.513336	-5.448716	60.068928	-57.667973	43.617229	-74.113907	-30.968685	6.060614	-47.655628	72.221825	83.593765	30.007114	22.104345	54.999187	-75.043045	-91.645561	-86.861908	-90.165604	-88.515099	46.721535	-53.056198	-31.472275	36.722332	-23.300562	40.066761	-80.271629	-80.470428	-65.275429	-18.810743	-66.864609	-0.281425	35.134743	62.149624	24.341555	32.398685	-70.091690	-30.180450	-62.917198	74.753654	-89.028404	89.747543	-34.072918	-57.812904	37.662315	-11.267121	76.900146	8.446990	1.881276	-50.802498	3.443876	-8.023215	-68.492882	-93.879684	58.232964	63.123211	0.735709	-90.817085	-26.861567	-68.005669	-49.056812	31.607971	
6.887812	90.145836	-84.278320	41.120068	-5493.702148	-76.815613	49.168381	-98.067719	72.101555	71.449577	-83.755142	-5.382584	-81.276070	-78.210701	69.820923	-0.620702	36.331753	-13.457033	38.764492	-31.660395	-47.979866	48.489929	-69.831253	-16.116640	49.123276	-37.617275	46.802704	-78.318443	95.178513	-40.525978	40.508778	-86.516434	49.106312	82.453949	41.423573	-39.550396	52.152695	74.711212	-58.877888	94.442352	51.103619	-78.974556	-74.338676	-90.128151	80.768959	-65.450760	-75.509094	94.426147	12.319201	25.945641	18.852882	-48.304600	75.365891	35.122314	-6.318530	-53.888714	-8.084980	81.854179	-72.807007	-11.872974	-59.779648	-79.155556	-67.536926	-61.428280	63.048161	96.173050	33.424835	4.114990	9.445717	-36.552906	-94.817436	58.014942	77.567528	-91.671745	-94.311829	-82.435478	30.274445	87.925705	78.061249	-23.877846	-65.496307	14.902805	47.934677	43.153519	-69.865852	40.934628	-94.707047	-78.689194	1.582667	37.650021	-66.860016	40.804260	97.369804	-14.565603	-1.470851	87.793968	29.205202	-45.095440	-74.812523	67.713036	
-37.020802	8.199325	-75.840645	16.817863	-80.030724	5117.860352	84.875778	-59.163551	-56.099270	-94.378296	18.955460	-85.022705	95.622910	75.219452	-86.637230	-35.894852	94.324348	-30.888577	-83.125595	96.611298	-55.527836	58.446583	68.320984	-60.335556	-71.686935	-60.891739	-72.723747	-71.954529	59.812061	-12.635080	-55.533897	82.102921	-23.891859	-56.349373	95.769302	30.911633	47.918373	17.680550	30.773876	3.473711	64.215973	10.781938	-23.669231	-5.027407	-2.634804	67.029800	-41.910400	36.243809	-83.690720	-29.374437	-6.832027	-62.261436	25.604418	95.535896	-76.511772	31.672947	-58.253242	47.862858	-30.523382	-77.631531	-39.627270	31.302408	-12.818962	60.452488	71.462112	59.434513	-87.379341	-74.444115	-21.969288	93.109474	-62.076271	-5.497420	1.119643	-90.198509	2.255317	-94.913231	-23.863382	-43.452499	48.519684	-70.433060	-15.154347	-7.852775	98.987610	-8.159298	-17.472809	-78.733414	-67.382957	-4.066944	13.243814	82.232018	-30.012676	66.876663	-93.882545	-45.352570	-54.763424	71.872826	58.157295	1.464241	-82.184204	94.943153	
-8.174638	-10.296487	27.963573	44.434509	22.493347	-46.800823	-5016.439941	36.941864	96.916046	-74.047630	-97.933807	-84.788269	80.634964	88.273293	32.868858	96.581482	-14.136274	52.579533	-9.004628	92.620430	-16.425999	76.354202	72.321693	-88.006287	47.150505	-10.826865	21.671265	-6.717460	-32.831829	10.725984	90.902344	1.738924	2.783127	43.906178	63.974438	2.092827	58.236298	85.763451	0.530752	65.070251	-21.356611	-20.140287	59.070583	54.422550	-78.188179	-99.726311	26.332954	-28.591125	78.470825	-97.834686	-88.906288	-1.568400	-48.651756	-4.735933	-29.642550	23.099171	77.503647	-49.021179	-3.376479	12.221010	-97.049225	57.614311	-65.518127	-24.424534	-89.750084	-19.850065	-44.181812	21.018175	93.100845	76.214569	28.232899	24.136475	-90.089073	29.605379	33.642487	-88.665474	-81.407631	-67.687981	-99.699730	-92.861450	13.377414	-94.689514	89.590881	59.992081	-3.060250	-79.992592	47.452271	-87.257469	-42.972271	29.043776	-20.282906	-11.890551	-48.146957	14.164145	-61.609295	-90.092575	-44.370285	-74.578102	-76.466316	-75.278732	
-42.353569	88.858452	68.512825	6.619507	1.147354	35.577339	2.264764	-4720.703613	65.115585	-3.016943	-52.381214	-99.806847	-5.462587	83.659332	-36.390385	-9.061973	8.067565	-14.281037	96.147919	17.150137	59.489365	50.437847	-51.924919	-55.941616	-81.122635	19.177757	30.702080	63.284283	-70.289963	-79.583084	-59.496475	-27.097715	79.194939	53.542595	94.660446	71.423286	84.028534	21.154633	-28.261127	-43.016380	22.173437	15.921170	-8.719113	71.876839	34.958748	28.044043	36.315559	-17.287699	-51.956413	-26.607477	15.045467	88.552238	-26.025684	-47.293488	-92.857605	60.382359	76.119827	-31.256207	76.908005	22.515411	-69.660973	-55.210934	-16.593081	18.134769	-1.684537	36.289894	39.053944	-74.766586	-47.028297	-0.051833	2.870487	-80.680984	82.698158	-6.070818	6.808596	23.487740	99.889771	-83.987274	-95.268440	62.207851	-44.515343	7.541677	-50.612789	-75.021255	-77.916611	8.370387	-80.779121	79.838989	2.840592	-66.335609	71.215347	-91.484764	-82.357330	13.103833	-91.158806	-5.735212	-78.695496	87.508347	42.480820	41.225155	
72.085724	-15.151423	59.435341	26.893007	8.920523	-71.094635	-15.683481	98.636742	-5171.041504	-71.317177	-26.827728	-49.164379	-83.205460	67.265144	-59.759850	-99.183876	49.040852	-40.254951	-32.566341	72.188179	14.519734	27.987970	80.253258	34.236774	-61.236721	-65.519676	-83.519279	-96.858719	-98.166389	94.508186	97.957481	36.211994	68.345734	-50.314133	-53.176991	-47.666504	-99.893967	43.309113	92.198700	-72.589111	43.612652	-95.810684	46.020794	-26.926306	32.497639	88.934593	69.331566	-11.166188	-39.480370	-52.353107	5.002196	27.653990	36.979637	-5.552123	86.623627	22.048409	0.073618	75.011986	-14.101387	93.703720	82.894386	4.147415	-14.451451	-30.133291	17.008253	14.523402	79.299278	80.885254	-34.416260	34.445698	21.103954	0.776026	54.725876	40.981205	31.600264	67.900299	-61.258114	-95.064125	3.597400	27.382689	-92.220116	10.868656	-55.476780	83.191673	25.841240	-79.073448	-97.208916	-19.062773	-22.813698	-82.545372	16.579599	-69.939644	-98.653603	43.629776	-31.106743	-46.870235	-71.074852	-61.336491	80.509407	74.414047	
78.614632	55.563419	-56.116055	-54.230762	-32.567673	50.905376	-85.112511	-95.009026	-98.597328	-5417.209473	90.747513	81.356476	70.780159	69.620094	-37.899067	-68.275940	-26.652925	93.713226	-50.400349	25.805235	-51.364536	-66.041237	-74.792023	89.760117	-22.791775	-84.579384	-30.571619	24.534111	96.248894	8.767415	33.410984	76.856262	19.062658	9.151611	-92.186409	93.297005	16.782606	-71.979500	95.288628	18.578146	-49.753353	-79.062851	-45.432102	39.418056	97.325897	54.650269	-96.486557	67.647392	0.516789	-7.578412	3.425226	85.290085	-19.917288	-96.390182	-84.889259	12.820918	66.527061	-6.733534	17.364582	25.525637	-98.984467	85.202415	-68.845009	-59.107815	56.109032	-13.893241	30.271608	-60.794147	-91.290977	-23.501043	62.977329	-13.976964	86.094429	-14.551340	-95.499329	87.291466	-10.935658	14.919509	-65.861374	-25.827864	-68.548668	-10.233681	-36.060524	-30.468985	32.163551	84.549721	78.131798	-60.376118	8.754259	87.011269	-36.625229	-32.895290	-92.674866	60.293766	68.039497	26.631042	-39.158852	93.597549	67.903381	75.388344	
