70	70
3515.131104	70.862488	-69.887558	35.040550	-81.015762	19.480061	-76.751472	-98.516525	-40.216717	-80.734283	-24.542671	-37.223049	-6.747540	-75.662811	-38.421379	93.292999	-77.601578	43.704811	-49.608883	-26.368650	8.737957	-18.364796	-17.249918	94.125885	90.209427	59.404774	94.403648	-88.719765	15.441170	18.255527	-0.242728	-87.335617	29.313463	-32.547081	67.061134	-30.647141	32.730225	-30.992805	-19.213348	5.551894	68.778503	-90.403488	77.790718	88.046844	-53.771706	-49.750011	-18.726952	98.747810	33.224686	9.858157	72.168388	62.937286	5.684523	-29.862755	12.497409	26.907042	-11.816337	12.096094	-79.567726	36.097126	-45.508129	-83.756622	-81.784462	-3.014614	85.552681	-68.161728	92.285408	70.523674	-72.944702	-78.637871	
5.516936	-3445.175537	74.249084	19.728106	-15.179737	85.258804	-8.654364	-86.763962	16.382421	2.588837	66.554764	18.291414	45.136940	-53.074207	-66.469872	-64.842285	95.710556	-49.815182	-97.122955	-72.789703	-33.313660	71.152519	-37.586205	-68.480331	-56.569721	-95.228683	-18.008574	74.790314	-42.271194	-46.640800	43.920017	26.128922	74.531975	18.776175	89.793556	-13.932646	-40.839687	-36.213985	33.303623	2.793539	0.606808	-87.092903	80.574493	19.585310	93.374557	-95.828140	-98.702278	-47.481739	-51.730686	15.724744	55.835789	36.227036	96.102547	72.946564	-36.326183	30.835785	73.713882	3.939388	53.054504	61.183662	7.134736	-33.948700	-3.103779	1.654708	61.749592	-80.807068	-97.514236	32.975113	-97.495438	-47.519314	
33.054169	-65.478584	3531.772705	66.852455	-21.179949	-41.791924	-36.765057	16.524157	-19.979748	-84.540085	72.766502	54.150368	-63.243645	-94.344536	-83.321701	75.701874	-69.507263	87.445030	6.513366	-32.526176	79.600594	17.398052	92.452492	-66.498672	-15.049193	-29.556320	-28.003750	-85.649986	56.962238	43.507206	-27.751465	71.524330	-37.320732	85.870010	70.635544	82.030716	-86.269386	3.702105	84.505287	-9.439711	77.025139	12.397618	81.172173	-19.744366	-57.963852	-9.772309	39.165455	-99.878929	-15.271350	89.921028	-30.990807	-2.151232	31.822102	49.797783	-35.592136	-20.065426	-73.135300	-7.270805	-72.486603	-81.670601	25.302889	66.009903	-68.715614	-29.840715	-81.235886	-30.723707	17.839968	65.614540	-55.612621	-77.167450	
37.655426	50.539692	74.267838	3393.628174	-46.535786	-82.930351	-22.722010	-40.127319	-87.933624	16.271664	-79.959793	-65.821671	37.386723	-15.772059	40.680740	94.465660	42.886913	92.232124	-58.046024	41.882328	86.740990	-19.691544	99.925339	-85.385483	-74.294464	31.718651	57.438583	-29.903229	70.628357	-54.185570	75.965034	12.607630	-32.492233	29.735167	55.130474	-22.795340	5.761715	74.276695	-56.815033	-86.139679	65.996841	80.144524	-66.598595	-79.465538	68.610191	61.072556	-25.242025	9.874964	58.226898	-5.949151	-57.052208	97.495201	62.306602	90.297714	-14.781982	-40.142342	-62.797630	58.278919	20.320192	-48.182201	8.594916	-63.760693	-1.123337	-37.212692	19.158192	-6.726360	-31.961826	6.782872	22.368710	-23.353853	
-52.510334	80.161575	81.413857	85.469803	-3782.012451	35.641033	35.146339	-89.767838	84.223015	17.351627	96.049149	-50.151844	45.056683	-80.773804	30.979557	-9.193337	-6.669724	32.621540	48.827038	51.700024	57.400700	-78.120598	-93.599236	-97.451721	31.254572	68.921455	92.739059	-51.448212	-7.896258	14.851734	-55.223370	-54.586674	-79.873535	22.328428	92.152733	71.627075	-75.012207	-46.146744	-10.412798	-79.970627	76.996803	-70.892891	1.197520	-91.291054	58.662880	-4.690347	46.591564	-84.714989	-86.020477	-12.897460	-81.663658	-52.323734	-20.763847	84.440369	3.608773	-13.583048	-50.971813	79.017097	13.887261	-23.946779	28.546659	-9.573292	-92.169174	97.595924	98.458458	-57.462955	90.272263	-76.792290	-57.402279	-13.851188	
29.810282	-91.506348	21.337791	35.525238	86.084694	3394.762939	58.508514	51.990738	65.551704	-22.762596	86.407425	11.266331	-87.116486	-4.186922	19.556265	55.451454	-70.173340	-29.725780	76.815582	-38.843086	76.624512	41.857540	45.771961	44.556656	32.573463	16.794294	24.975275	83.331047	49.791927	-22.705748	-34.022911	73.858406	-69.961418	54.810684	27.356260	-54.540611	50.237854	-74.975060	-74.334305	-90.623734	-7.103472	60.502205	49.204079	-94.792114	30.859890	-42.913910	-11.673510	-1.472033	7.638476	-86.519333	-85.964409	9.195053	4.396646	10.675344	43.538021	-98.890778	-33.466000	1.994421	38.827145	28.658184	-45.233170	-78.819458	-48.079300	61.471031	-58.540302	52.534424	86.897957	95.058594	-66.081520	-62.437683	
68.511276	-2.930868	-75.216385	67.230301	88.446030	-76.249466	-3377.664307	-53.372047	80.826881	-45.756691	-39.416275	36.057919	-34.184967	-17.294983	5.106460	-66.689072	49.353676	7.124849	-45.376038	63.081692	-21.576794	-82.365501	-89.383698	36.497864	49.821346	2.111740	-66.709167	85.842667	-38.456886	20.475307	58.140762	-5.379970	-71.026680	22.363791	-50.240143	18.801649	16.431236	37.975269	-67.051582	82.420265	87.099686	83.926033	96.229118	-49.567661	-34.610775	-17.351154	46.528034	72.173897	-42.689178	-32.631035	35.383606	69.571854	51.092121	-60.280415	-90.355286	-63.720551	84.885101	-9.486290	8.973898	0.502721	88.904083	-17.846611	-63.691948	99.876732	21.381474	-90.870575	-76.475296	11.740971	-0.741789	-17.778475	
34.275047	19.139830	41.626232	-39.208130	79.563324	4.914688	-48.427128	-3800.489502	81.355278	-43.230133	-38.176140	-48.366940	-3.323226	76.205879	-78.196022	86.033905	-81.363716	3.397880	-98.426285	-6.435787	-53.180824	67.250130	-55.994423	-57.178959	69.240280	-71.759499	78.614098	21.267879	-8.387527	67.823784	-86.891083	84.399345	38.711651	-52.004524	-47.806049	-26.350735	-63.442932	99.296478	-52.800320	58.993210	-68.102242	25.119894	80.591972	-86.321930	-89.194817	-72.017609	43.807800	73.368668	-93.777122	15.337718	66.586182	-55.555706	24.280739	81.019127	84.505508	-9.275876	41.788113	97.689461	-83.940643	-22.867941	97.794403	-93.441048	30.628271	-52.548840	72.764740	26.789185	-7.559363	-39.256832	-59.941368	28.557020	
76.228287	-96.523232	63.695671	-45.566669	-89.029404	25.661581	-3.429191	43.604485	-3377.027588	-48.100643	-2.610570	-5.410739	-59.078865	-96.799431	69.889015	-5.437342	-21.726933	54.119534	-94.894249	-11.195812	-6.452348	-81.239929	66.091217	-87.045700	-55.651020	-30.045219	29.148512	-17.182093	81.895370	-80.954956	-94.756950	-83.570671	-1.267305	-48.216015	13.949656	-55.021889	-24.287081	-78.524544	-97.310234	-22.322477	74.894653	-13.147040	-42.735523	21.459431	-59.575066	-11.911686	64.871063	-86.062904	-8.871941	1.988965	69.926888	39.859127	-78.811447	-61.263527	71.164093	-82.447220	10.531581	61.808372	2.321704	-61.342541	99.304810	-36.234993	-57.991131	-47.495659	45.292744	27.128204	77.061035	-7.130235	76.111115	-0.348139	
58.555450	36.891006	96.899330	39.954414	-55.805496	-5.118430	-4.210761	57.028755	-87.862701	3340.270996	-5.008783	-56.373516	-17.578690	-98.836906	54.045723	-68.897118	-75.214928	-11.277590	-69.702316	14.876164	79.345352	-91.757065	0.360172	-86.025887	82.713676	-16.325869	0.559897	-64.775764	-85.510010	56.897732	50.835838	38.128330	7.305762	41.301453	-18.775984	61.789417	14.978285	-67.806618	-72.842888	10.045191	-98.955803	20.223101	92.880890	-35.192398	-13.952693	99.569931	-40.802280	-34.103664	-15.999053	-81.824142	22.874537	-36.886242	-91.358551	21.175877	-55.897385	-13.593908	14.481231	-82.917160	70.743950	-70.188316	84.465195	-98.573502	-7.936024	59.401421	-6.424919	-4.967279	-35.452084	-65.318085	2.530894	-93.360970	
