10	10
421.396851	-18.796053	11.507916	-17.581978	-73.764145	-76.726814	25.118328	73.512184	-46.132057	-77.257393	
-57.101513	-416.905273	50.400032	-50.958538	-94.197784	-12.256064	43.174294	1.605792	-14.885324	-89.325912	
-37.967766	-30.684828	396.760529	-34.632580	16.284456	5.040443	-33.654194	75.706902	-64.910995	89.878326	
19.633469	82.655983	92.628128	-452.783234	27.663918	-58.794876	13.650088	-41.016441	-67.223907	-40.516453	
-81.702545	-72.817482	-68.322075	71.988945	-439.873169	21.274916	78.675255	4.400369	-22.167278	-13.524332	
-70.038559	-88.942993	90.730301	-14.281357	-64.629410	-539.605347	-75.769936	27.218651	86.485489	12.508688	
75.906303	23.815014	71.554565	44.465328	12.743533	54.293228	401.136139	75.006958	21.892937	-19.458275	
-67.794136	-43.254463	56.472263	-20.389023	95.337868	-92.597069	22.575193	496.000793	-10.767321	-81.813446	
-84.406334	-6.005317	39.016659	-89.381401	-33.768341	-43.411678	86.254150	66.158272	516.155334	-63.753197	
-71.147293	-19.307304	-66.173729	81.011360	-47.855331	-63.901588	45.820507	-95.629387	-53.416557	-554.263000	
44.955570	79.505219	-54.909576	50.938404	24.225727	-75.652283	37.135265	-86.224495	-38.378948	-48.964539	
