30	30
1556.279907	-88.520279	15.665938	-87.047546	-16.994799	93.331429	-94.242989	52.009331	-5.673553	63.483597	60.554142	22.098314	-14.121337	41.456543	-35.793087	33.594139	-5.333472	-97.028946	-79.207138	-92.164162	-46.522099	-93.319305	-18.636757	-86.992279	-43.559231	-51.254494	17.898323	-99.854042	18.564716	-74.357857	
29.080229	1162.379272	25.923290	10.855736	-1.482109	43.922394	52.707397	14.339756	39.430702	62.691677	57.918598	-2.104890	49.152397	19.328917	70.952385	-24.854416	83.854202	-68.993980	85.871101	-32.232845	32.421753	61.554245	12.684242	35.567711	-50.414497	-48.470024	2.130341	3.264448	-68.349342	62.825558	
-61.998299	38.150993	-1308.950928	-41.923447	55.560959	-21.086637	-24.712181	-51.950260	-47.003590	-29.732798	-15.764353	-85.291382	-17.687986	-1.795131	-71.945663	50.959866	70.832466	-39.415321	-97.434090	18.762678	-19.878710	-9.626242	-74.179726	-72.333809	23.299953	-82.801155	44.304798	31.355051	78.327606	-26.835680	
42.009693	11.266610	-40.423977	1370.349976	78.051300	42.521965	-23.267855	-3.962279	-13.122483	44.633785	65.007988	87.915092	-20.579967	-61.843975	82.871925	-88.032379	-71.819824	61.465343	39.652092	-77.168541	-19.942760	-36.826988	-57.659443	-40.255173	73.683846	30.597319	21.397049	19.364285	-44.459164	-64.546944	
-55.962765	-66.199089	-27.286177	49.671654	1526.484253	-66.981384	44.902584	40.870930	-98.672920	-93.357704	11.576995	24.024889	46.642899	48.426289	-37.506142	-49.529903	99.428589	10.920472	87.062195	-24.772707	-92.814919	40.195107	48.367363	95.871613	75.997581	35.584049	42.885479	8.266745	-74.680725	27.024530	
-80.747581	39.914421	-19.838875	-21.633862	50.926739	1551.136719	85.179230	-38.805840	97.989243	49.503452	74.669281	36.944126	58.434025	-87.905716	-19.816881	-18.382408	76.974762	93.514122	-27.959129	-48.349091	50.261723	75.024864	25.779823	92.420357	63.368778	-76.297150	2.427118	53.791977	49.950165	-32.325882	
7.019780	4.988108	-76.556221	51.371990	-33.798733	15.126355	-1346.967041	-38.407017	89.391624	88.604149	95.795395	-35.369354	-60.352692	-9.990985	-17.749241	-70.485199	-53.739773	65.836899	24.097046	-29.856030	3.432873	-73.153252	36.978497	21.810921	-38.186565	80.123238	-78.885773	33.729778	-19.769531	89.360062	
-76.745247	24.005062	-76.985130	-37.259563	7.786548	38.529213	-20.748474	1493.894897	-88.973198	-67.169624	14.441505	25.961048	52.171463	-50.434288	-84.944382	-48.427021	-9.826318	-47.041821	-18.806271	53.038124	83.195267	-81.400139	37.356369	-78.419884	15.260520	84.772568	97.651489	-15.715627	58.538548	91.290337	
-8.492917	-9.928193	-20.198141	-9.437325	-57.787525	27.061678	-22.219269	-74.228554	-1150.452515	63.612644	36.592453	30.587376	-45.653362	-1.657276	7.284595	24.785749	-91.093102	7.721793	-57.435307	38.957661	97.421143	-25.876032	-42.718674	-51.881927	67.158875	21.821356	-16.895096	92.696297	-56.911285	41.336864	
73.201782	69.575867	22.645960	-54.336529	-74.698639	-30.484142	40.200546	-9.488934	34.676788	1309.673950	-8.188507	50.614616	23.433126	-23.243740	71.090576	-56.109169	24.992447	-23.295647	51.711128	46.992661	44.974949	99.169746	71.043343	-1.149974	-20.714071	-81.016609	70.693474	76.335892	-40.866444	4.728513	
-39.069019	-38.128201	-80.894356	38.059402	-4.371912	-83.636818	30.392639	4.013288	-42.583099	-81.062866	1622.567383	28.778318	89.780594	-51.598518	81.786354	-74.820435	-70.662552	92.648758	-68.363693	83.604530	-88.812256	72.274254	-91.095741	67.971581	24.598249	30.448160	25.207727	86.106438	9.194243	-37.603455	
10.000606	5.323510	-0.310100	-83.825462	-8.683971	13.194998	33.299438	74.371452	-27.706003	-78.216118	-66.690582	1272.408203	30.380255	-15.328520	89.800507	-45.100906	-22.248968	11.828858	-16.422115	39.200871	-40.984211	38.912907	28.732452	-97.167107	-94.632484	23.717955	-7.391154	86.394608	81.987053	96.555099	
-49.306286	-52.443584	-0.120464	-74.292015	-85.666077	90.922752	-21.029621	-28.247789	20.377811	79.461533	47.357014	-52.085800	-1545.237427	92.779236	15.653468	-36.400253	30.649382	31.987364	47.863045	-82.021469	86.904076	-57.019798	-70.032974	-66.071930	-81.233795	-64.967186	24.902918	-22.132050	-55.269459	77.038284	
21.453270	19.345869	-12.758193	20.375381	5.899408	31.137724	-94.398056	97.072411	10.876904	-18.367123	-40.765659	-35.202267	48.903522	-1444.097656	-78.483704	92.119041	45.233150	76.042175	75.363136	-72.102966	48.883373	97.507370	57.061150	-54.580597	-54.080421	-43.282173	-44.378902	-68.956711	-40.380108	33.086956	
97.090729	-69.324173	-62.899994	-76.283661	55.502148	68.044182	-79.251427	84.171761	-63.819847	48.391144	38.062424	64.044098	-70.355843	53.218796	1552.770996	-62.596729	-69.685669	20.471781	-30.003065	-6.486509	-1.661898	-3.178922	-15.066432	72.420723	57.846172	-96.417809	72.785690	60.526463	-16.089008	30.073904	
18.862026	10.547701	-90.452118	-19.654661	-93.962387	17.409966	40.390400	95.620377	21.806471	-81.852425	-56.818989	-4.591602	6.036093	92.760963	-12.158257	-1347.862793	1.191566	62.979717	-95.968864	49.482410	2.044732	-37.948883	78.424019	54.435947	-52.150909	-10.297694	71.073334	14.502118	82.137398	64.300720	
1.523241	61.250336	-21.278482	44.002167	-58.777863	90.918518	77.945236	21.633781	89.653687	90.543083	42.850536	-77.115952	5.966325	-78.303658	26.026083	-62.915836	1473.015503	76.735901	70.606522	-56.206581	-36.187977	-16.587164	46.431320	-70.610031	55.798077	38.924282	16.592171	-41.189392	74.483391	-15.957885	
0.947311	-72.537628	-2.484864	42.933044	-36.031708	17.118744	19.418194	-61.481571	3.825951	-72.946526	-66.905472	22.813784	2.854018	25.925119	-60.911690	-74.930435	-33.343811	-1130.223755	-44.917156	1.642146	15.220710	-61.642532	51.081409	5.018015	-1.973599	96.234062	-32.199100	55.878227	78.005272	-65.001717	
-66.149040	23.664953	-93.017426	-89.366608	-60.110676	-95.181221	-12.689751	-3.821711	-14.731125	71.920349	-39.428944	-69.884621	79.572212	-34.600273	-74.944817	-55.723198	78.403084	12.968102	1449.533936	-83.877548	-16.609840	-1.144716	35.252335	2.704256	-11.643128	55.654228	-78.391899	-8.629855	-75.023956	-95.423950	
